,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Unnamed: 11
1,Kuldeep Lal (ESP),2019-2019,8,8,4,4,0,0,4,2 (2ct 0st),0.5,
2,RE Levi (SA),2012-2012,13,13,4,4,0,0,4,1 (1ct 0st),0.307,
3,N Madziva (ZIM),2015-2019,15,15,4,4,0,0,4,1 (1ct 0st),0.266,
4,MSS Mandy (Chile),2019-2019,4,4,4,4,0,0,4,1 (1ct 0st),1.0,
5,MR Marsh (AUS),2011-2018,11,11,4,4,0,0,4,2 (2ct 0st),0.363,
6,XM Marshall (USA/WI),2008-2019,13,13,4,4,0,0,4,1 (1ct 0st),0.307,
7,WP Masakadza (ZIM),2015-2019,12,12,4,4,0,0,4,2 (2ct 0st),0.33299999999999996,
8,Md Nurul Huda (Fin),2019-2019,5,5,4,4,0,0,4,2 (2ct 0st),0.8,
9,AS Mehmi (),2019-2019,3,3,4,4,0,0,4,2 (2ct 0st),1.3330000000000002,
10,Mohammad Amir (PAK),2009-2019,48,48,4,4,0,0,4,1 (1ct 0st),0.083,
11,Mohammad Ashraful (BDESH),2007-2013,23,23,4,4,0,0,4,1 (1ct 0st),0.17300000000000001,
12,Mohammad Boota (UAE),2019-2019,16,16,4,3,1,2,1,2 (1ct 1st),0.25,
13,Mohammad Naveed (UAE),2015-2019,31,31,4,4,0,0,4,1 (1ct 0st),0.129,
14,Muhammad Awais (),2019-2019,3,3,4,3,1,3,0,3 (2ct 1st),1.3330000000000002,
15,GRD Munasinghe (ITA),2019-2019,8,7,4,4,0,0,4,1 (1ct 0st),0.5710000000000001,
16,A Nehra (INDIA),2009-2017,27,27,4,4,0,0,4,1 (1ct 0st),0.14800000000000002,
17,A Neill (SCOT),2019-2019,5,5,4,4,0,0,4,2 (2ct 0st),0.8,
18,SN Netravalkar (USA),2019-2019,8,8,4,4,0,0,4,1 (1ct 0st),0.5,
19,N Nipiko (VAN),2019-2019,14,14,4,4,0,0,4,1 (1ct 0st),0.285,
20,Noor Ali Zadran (AFG),2010-2017,20,20,4,4,0,0,4,1 (1ct 0st),0.2,
21,AA Obanda (KENYA),2007-2019,30,30,4,4,0,0,4,1 (1ct 0st),0.133,
22,JS Patel (NZ),2005-2008,11,11,4,4,0,0,4,1 (1ct 0st),0.363,
23,RK Paudel (NEPAL),2019-2019,11,11,4,4,0,0,4,2 (2ct 0st),0.363,
24,N Pokana (PNG),2016-2019,19,19,4,4,0,0,4,2 (2ct 0st),0.21,
25,S Prasanna (SL),2013-2017,20,20,4,4,0,0,4,2 (2ct 0st),0.2,
26,AT Rayudu (INDIA),2014-2016,6,6,4,4,0,0,4,2 (2ct 0st),0.6659999999999999,
27,B Regmi (NEPAL),2014-2019,18,18,4,4,0,0,4,1 (1ct 0st),0.222,
28,MJ Richardson (GER),2019-2019,3,3,4,1,3,1,0,2 (1ct 1st),1.3330000000000002,
29,MJG Rippon (NL),2013-2018,18,17,4,4,0,0,4,1 (1ct 0st),0.235,
30,PADLR Sandakan (SL),2017-2019,14,14,4,4,0,0,4,1 (1ct 0st),0.285,
31,Saqlain Haider (UAE),2016-2016,6,6,4,4,0,0,4,2 (2ct 0st),0.6659999999999999,
32,T Shamsi (SA),2017-2019,16,16,4,4,0,0,4,1 (1ct 0st),0.25,
33,I Sharma (INDIA),2008-2013,14,14,4,4,0,0,4,1 (1ct 0st),0.285,
34,B Shikongo (NAM),2019-2019,11,11,4,4,0,0,4,1 (1ct 0st),0.363,
35,Sikander Zulfiqar (NL),2016-2019,11,11,4,4,0,0,4,2 (2ct 0st),0.363,
36,Simandeep Singh (HKG),2019-2019,7,7,4,4,0,0,4,2 (2ct 0st),0.5710000000000001,
37,Sohaib Maqsood (PAK),2013-2016,20,20,4,4,0,0,4,1 (1ct 0st),0.2,
38,ES Szwarczynski (NL),2008-2013,14,13,4,4,0,0,4,2 (2ct 0st),0.307,
39,Tanwir Afzal (HKG),2014-2016,21,21,4,4,0,0,4,1 (1ct 0st),0.19,
40,RN ten Doeschate (NL),2008-2019,22,21,4,4,0,0,4,1 (1ct 0st),0.19,
41,C Tommy (VAN),2019-2019,12,12,4,4,0,0,4,1 (1ct 0st),0.33299999999999996,
42,I Udana (SL),2009-2019,27,27,4,4,0,0,4,2 (2ct 0st),0.14800000000000002,
43,Umar Amin (PAK),2013-2018,14,14,4,4,0,0,4,1 (1ct 0st),0.285,
44,DLS van Bunge (NL),2008-2013,14,13,4,4,0,0,4,2 (2ct 0st),0.307,
45,RR Watson (SCOT),2007-2010,10,9,4,4,0,0,4,2 (2ct 0st),0.444,
46,K Weeraratne (SL),2008-2009,5,5,4,4,0,0,4,2 (2ct 0st),0.8,
47,Yasir Shah (PAK),2011-2011,2,2,4,4,0,0,4,3 (3ct 0st),2.0,
48,Ziaur Rahman (BDESH),2012-2014,14,14,4,4,0,0,4,2 (2ct 0st),0.285,
49,MR Adair (IRE),2019-2019,17,17,3,3,0,0,3,1 (1ct 0st),0.17600000000000002,
0,S Adedeji (NGA),2019-2019,6,6,3,3,0,0,3,1 (1ct 0st),0.5,
1,Afif Hossain (BDESH),2018-2019,8,8,3,3,0,0,3,1 (1ct 0st),0.375,
2,Aftab Alam (AFG),2012-2018,12,12,3,3,0,0,3,2 (2ct 0st),0.25,
3,KK Ahmed (INDIA),2018-2019,14,14,3,3,0,0,3,1 (1ct 0st),0.214,
4,Ainool Haqqiem (MAL),2019-2019,4,4,3,1,2,1,0,2 (0ct 2st),0.75,
5,TP Allen (USA),2019-2019,5,5,3,3,0,0,3,1 (1ct 0st),0.6,
6,Al-Amin Hossain (BDESH),2013-2019,28,26,3,3,0,0,3,1 (1ct 0st),0.115,
7,Amir Mangal (GER),2019-2019,9,9,3,3,0,0,3,2 (2ct 0st),0.33299999999999996,
8,JM Anderson (ENG),2007-2009,19,19,3,3,0,0,3,1 (1ct 0st),0.157,
9,Anowarul Islam (THAI),2019-2019,4,4,3,3,0,0,3,2 (2ct 0st),0.75,
10,P Arrighi (Arg),2019-2019,5,5,3,3,0,0,3,2 (2ct 0st),0.6,
11,Asad Shafiq (PAK),2010-2012,10,10,3,3,0,0,3,1 (1ct 0st),0.3,
12,NJ Astle (NZ),2005-2006,4,4,3,3,0,0,3,2 (2ct 0st),0.75,
13,TD Astle (NZ),2016-2019,3,3,3,3,0,0,3,1 (1ct 0st),1.0,
14,AJ Ayannaike (NGA),2019-2019,3,3,3,2,1,2,0,3 (2ct 1st),1.0,
15,F Baaleri (Ghana),2019-2019,4,4,3,3,0,1,2,2 (2ct 0st),0.75,
16,Babar Ali (BAH),2019-2019,3,3,3,3,0,0,3,1 (1ct 0st),1.0,
17,V Balakrishnan (Botsw),2019-2019,3,3,3,3,0,0,3,3 (3ct 0st),1.0,
18,OGL Bascome (BMUDA),2019-2019,11,11,3,3,0,0,3,1 (1ct 0st),0.272,
19,V Baskaran (SGP),2019-2019,12,12,3,3,0,0,3,1 (1ct 0st),0.25,
20,C Bisson (JER),2019-2019,14,14,3,3,0,0,3,1 (1ct 0st),0.214,
21,A Bohara (NEPAL),2019-2019,17,17,3,3,0,0,3,1 (1ct 0st),0.17600000000000002,
22,DG Brownlie (NZ),2010-2014,5,5,3,3,0,0,3,1 (1ct 0st),0.6,
23,IG Butler (NZ),2009-2013,19,19,3,3,0,0,3,1 (1ct 0st),0.157,
24,J Butler (GUE),2019-2019,9,9,3,3,0,0,3,1 (1ct 0st),0.33299999999999996,
25,C Carter (HKG),2015-2017,10,10,3,2,1,2,0,1 (1ct 0st),0.3,
26,C Chete (MWI),2019-2019,2,2,3,3,0,3,0,2 (2ct 0st),1.5,
27,LA Collado (GIBR),2019-2019,4,4,3,2,1,2,0,1 (1ct 0st),0.75,
28,PC Connell (IRE),2008-2010,9,8,3,3,0,0,3,1 (1ct 0st),0.375,
29,TK Curran (ENG),2017-2019,15,15,3,3,0,0,3,1 (1ct 0st),0.2,
30,CJ Dala (SA),2018-2019,9,9,3,3,0,0,3,1 (1ct 0st),0.33299999999999996,
31,SM Davies (ENG),2009-2011,5,5,3,2,1,2,0,2 (2ct 0st),0.6,
32,CD de Lange (SCOT),2015-2017,8,7,3,3,0,0,3,1 (1ct 0st),0.428,
33,Delawar Khan (DEN),2019-2019,9,7,3,3,0,0,3,2 (2ct 0st),0.428,
34,BFW de Leede (NL),2018-2019,8,8,3,3,0,0,3,1 (1ct 0st),0.375,
35,JL Denly (ENG),2009-2019,10,10,3,3,0,0,3,1 (1ct 0st),0.3,
36,N Dutta (CAN),2019-2019,11,11,3,3,0,0,3,2 (2ct 0st),0.272,
37,LH Ferguson (NZ),2017-2019,8,8,3,3,0,0,3,2 (2ct 0st),0.375,
38,CRD Fernando (SL),2006-2016,18,18,3,3,0,0,3,1 (1ct 0st),0.166,
39,Fiaz Ahmed (BAH),2019-2019,4,4,3,3,0,0,3,2 (2ct 0st),0.75,
40,Fitri Sham (MAL),2019-2019,15,14,3,3,0,0,3,1 (1ct 0st),0.214,
41,SC Getkate (IRE),2019-2019,14,14,3,3,0,0,3,2 (2ct 0st),0.214,
42,D Gim (NGA),2019-2019,6,6,3,3,0,0,3,2 (2ct 0st),0.5,
43,BD Glover (NL),2019-2019,19,19,3,3,0,0,3,1 (1ct 0st),0.157,
44,LF Goncalves (),2019-2019,3,3,3,1,2,1,0,2 (1ct 1st),1.0,
45,Z Groenewald (NAM),2019-2019,10,10,3,3,0,0,3,1 (1ct 0st),0.3,
46,GM Hamilton (SCOT),2007-2010,12,11,3,3,0,0,3,2 (2ct 0st),0.272,
47,Haris Sohail (PAK),2013-2019,14,14,3,3,0,0,3,2 (2ct 0st),0.214,
48,BE Hendricks (SA),2014-2019,11,11,3,3,0,0,3,2 (2ct 0st),0.272,
49,MC Henriques (AUS),2009-2017,11,11,3,3,0,0,3,1 (1ct 0st),0.272,
0,JR Hopes (AUS),2005-2010,12,12,3,3,0,0,3,1 (1ct 0st),0.25,
1,Ibrarul Haq (Saudi),2019-2019,5,5,3,3,0,0,3,3 (3ct 0st),0.6,
2,Imran Farhat (PAK),2010-2011,7,7,3,3,0,0,3,1 (1ct 0st),0.428,
3,Imran Khan (1) (PAK),2015-2015,3,3,3,3,0,0,3,2 (2ct 0st),1.0,
4,Inam-ul-Haq (QAT),2019-2019,11,11,3,3,0,0,3,1 (1ct 0st),0.272,
5,MM Iqbal (SCOT),2012-2013,6,6,3,3,0,0,3,1 (1ct 0st),0.5,
6,Izatullah Dawlatzai (AFG/GER),2012-2019,14,14,3,3,0,0,3,2 (2ct 0st),0.214,
7,Jahurul Islam (BDESH),2010-2013,3,3,3,3,0,0,3,1 (1ct 0st),1.0,
8,GSNFG Jayasuriya (SL),2015-2019,16,16,3,3,0,0,3,1 (1ct 0st),0.187,
9,S Jora (NEPAL),2019-2019,6,6,3,3,0,0,3,1 (1ct 0st),0.5,
10,I Katzarski (),2019-2019,3,3,3,3,0,0,3,2 (2ct 0st),1.0,
11,S Kaveri (Mex),2019-2019,7,7,3,3,0,0,3,2 (2ct 0st),0.428,
12,JM Kemp (SA),2005-2007,8,8,3,3,0,0,3,1 (1ct 0st),0.375,
13,Khurram Nawaz (OMAN),2017-2019,18,18,3,3,0,0,3,1 (1ct 0st),0.166,
14,J Kila (PNG),2019-2019,12,12,3,3,0,0,3,2 (2ct 0st),0.25,
15,AK Kitchen (NZ),2017-2018,5,4,3,3,0,0,3,2 (2ct 0st),0.75,
16,RAS Lakmal (SL),2011-2019,11,11,3,3,0,0,3,1 (1ct 0st),0.272,
17,S Lamichhane (ICC/NEPAL),2018-2019,18,18,3,3,0,0,3,1 (1ct 0st),0.166,
18,KS Leverock (BMUDA),2019-2019,12,12,3,3,0,0,3,1 (1ct 0st),0.25,
19,CA Lynn (AUS),2014-2018,18,17,3,3,0,0,3,1 (1ct 0st),0.17600000000000002,
20,WK McCallan (IRE),2008-2009,9,8,3,3,0,0,3,1 (1ct 0st),0.375,
21,R McLaren (SA),2009-2014,12,12,3,3,0,0,3,1 (1ct 0st),0.25,
22,CD McMillan (NZ),2005-2007,8,8,3,3,0,0,3,2 (2ct 0st),0.375,
23,WJ Malinda (Mald),2019-2019,3,3,3,3,0,0,3,2 (2ct 0st),1.0,
24,SE Marsh (AUS),2008-2016,15,15,3,3,0,0,3,2 (2ct 0st),0.2,
25,RD McCann (IRE),2012-2012,3,3,3,1,2,1,0,2 (0ct 2st),1.0,
26,Md Shafiqul Haque (THAI),2019-2019,4,4,3,1,2,1,0,1 (1ct 0st),0.75,
27,GP Meade (ITA),2019-2019,8,7,3,3,0,0,3,1 (1ct 0st),0.428,
28,Mehran Khan (OMAN),2015-2019,19,18,3,3,0,0,3,1 (1ct 0st),0.166,
29,T Mishra (KENYA),2007-2013,15,15,3,3,0,0,3,1 (1ct 0st),0.2,
30,Mohamed Rishwan (Mald),2019-2019,11,11,3,3,0,0,3,1 (1ct 0st),0.272,
31,Mohammad Asif (PAK),2006-2010,11,11,3,3,0,0,3,1 (1ct 0st),0.272,
32,Mohammad Mithun (BDESH),2014-2019,14,12,3,3,0,0,3,2 (2ct 0st),0.25,
33,Mohammad Saifuddin (BDESH),2017-2019,13,13,3,3,0,0,3,1 (1ct 0st),0.23,
34,Mohammad Sami (PAK),2010-2016,13,13,3,3,0,0,3,1 (1ct 0st),0.23,
35,JM Muirhead (AUS),2014-2014,5,5,3,3,0,0,3,1 (1ct 0st),0.6,
36,Mujeeb Ur Rahman (AFG),2018-2019,16,16,3,3,0,0,3,1 (1ct 0st),0.187,
37,AA Mulla (CAN),2008-2008,4,4,3,1,2,1,0,1 (1ct 0st),0.75,
38,T Munyonga (ZIM),2019-2019,5,5,3,3,0,0,3,2 (2ct 0st),0.6,
39,TJ Murtagh (IRE),2012-2016,14,14,3,3,0,0,3,1 (1ct 0st),0.214,
40,Najeeb Tarakai (AFG),2014-2019,12,12,3,3,0,0,3,2 (2ct 0st),0.25,
41,M Nasim Baras (AFG),2015-2015,3,3,3,3,0,0,3,2 (2ct 0st),1.0,
42,A Ndlovu (ZIM),2019-2019,3,3,3,3,0,0,3,2 (2ct 0st),1.0,
43,PM Nevill (AUS),2016-2016,9,9,3,2,1,2,0,1 (1ct 0st),0.33299999999999996,
44,DO Obuya (KENYA),2007-2012,10,10,3,2,1,1,1,1 (1ct 0st),0.3,
45,H Patel (CAN),2010-2013,11,11,3,3,0,0,3,1 (1ct 0st),0.272,
46,SR Patel (ENG),2011-2013,18,18,3,3,0,0,3,1 (1ct 0st),0.166,
47,JL Pattinson (AUS),2011-2012,4,4,3,3,0,0,3,2 (2ct 0st),0.75,
48,Pavandeep Singh (MAL),2019-2019,10,10,3,3,0,0,3,2 (2ct 0st),0.3,
49,RW Price (ZIM),2008-2012,16,16,3,3,0,0,3,1 (1ct 0st),0.187,
0,S Qeshile (SA),2019-2019,2,2,3,3,0,3,0,2 (2ct 0st),1.5,
1,K Rabada (SA),2014-2019,21,21,3,3,0,0,3,1 (1ct 0st),0.142,
2,LN Rajbanshi (NEPAL),2018-2019,12,12,3,3,0,0,3,1 (1ct 0st),0.25,
3,Aminuddin Ramly (MAL),2019-2019,10,9,3,3,0,0,3,2 (2ct 0st),0.33299999999999996,
4,S Ravikumar (CRC),2019-2019,3,3,3,3,0,0,3,2 (2ct 0st),1.0,
5,AJ Redmond (NZ),2009-2010,7,7,3,3,0,0,3,2 (2ct 0st),0.428,
6,KA Reynolds (Blz),2019-2019,3,3,3,3,0,0,3,2 (2ct 0st),1.0,
7,MJ Ross (ITA),2019-2019,8,7,3,3,0,0,3,2 (2ct 0st),0.428,
8,Saad Bin Zafar (CAN),2019-2019,11,11,3,3,0,0,3,1 (1ct 0st),0.272,
9,Sajid Cheema (Saudi),2019-2019,5,5,3,3,0,0,3,1 (1ct 0st),0.6,
10,Salman Butt (PAK),2007-2010,24,24,3,3,0,0,3,1 (1ct 0st),0.125,
11,P Sarraf (NEPAL),2019-2019,9,9,3,3,0,0,3,1 (1ct 0st),0.33299999999999996,
12,BM Scholtz (NAM),2019-2019,14,14,3,3,0,0,3,1 (1ct 0st),0.214,
13,SMSM Senanayake (SL),2012-2016,24,24,3,3,0,0,3,1 (1ct 0st),0.125,
14,Shahzaib Hasan (PAK),2009-2010,10,10,3,3,0,0,3,2 (2ct 0st),0.3,
15,D Sheeli (KUW),2019-2019,3,3,3,3,0,0,3,3 (3ct 0st),1.0,
16,NK Shetty (Mex),2019-2019,2,2,3,3,0,0,3,2 (2ct 0st),1.5,
17,Shiraz Khan (KUW),2019-2019,6,6,3,3,0,0,3,1 (1ct 0st),0.5,
18,P Silas (Botsw),2019-2019,4,4,3,3,0,0,3,1 (1ct 0st),0.75,
19,VS Solanki (ENG),2005-2007,3,3,3,3,0,2,1,2 (2ct 0st),1.0,
20,MWR Stokes (GUE),2019-2019,9,9,3,3,0,0,3,1 (1ct 0st),0.33299999999999996,
21,AO Suji (KENYA),2007-2010,8,8,3,3,0,0,3,1 (1ct 0st),0.375,
22,CR Suryawanshi (SGP),2019-2019,3,3,3,3,0,0,3,1 (1ct 0st),1.0,
23,A Symonds (AUS),2005-2009,14,14,3,3,0,0,3,1 (1ct 0st),0.214,
24,SW Tait (AUS),2007-2016,21,21,3,3,0,0,3,1 (1ct 0st),0.142,
25,SN Thakur (INDIA),2018-2018,7,7,3,3,0,0,3,1 (1ct 0st),0.428,
26,OFJ Tonuu (Samoa),2019-2019,4,4,3,3,0,3,0,1 (1ct 0st),0.75,
27,JD Unadkat (INDIA),2016-2018,10,10,3,3,0,0,3,1 (1ct 0st),0.3,
28,LV van Beek (NL),2014-2016,8,8,3,3,0,0,3,1 (1ct 0st),0.375,
29,HE van der Dussen (SA),2018-2019,9,9,3,3,0,0,3,2 (2ct 0st),0.33299999999999996,
30,M Vijay (INDIA),2010-2015,9,9,3,3,0,0,3,1 (1ct 0st),0.33299999999999996,
31,TP Visee (NL),2015-2019,27,26,3,3,0,0,3,1 (1ct 0st),0.115,
32,AC Voges (AUS),2007-2013,7,7,3,3,0,0,3,1 (1ct 0st),0.428,
33,C Waiswa (UGA),2019-2019,4,4,3,3,0,0,3,1 (1ct 0st),0.75,
34,HR Walsh (USA/WI),2019-2019,13,13,3,3,0,0,3,1 (1ct 0st),0.23,
35,BJ Watling (NZ),2009-2014,5,5,3,3,0,2,1,1 (1ct 0st),0.6,
36,UT Yadav (INDIA),2012-2019,7,7,3,3,0,0,3,1 (1ct 0st),0.428,
37,KJ Young (Blz),2019-2019,3,3,3,3,0,3,0,1 (1ct 0st),1.0,
38,SA Abbott (AUS),2014-2019,4,4,2,2,0,0,2,2 (2ct 0st),0.5,
39,Abdullah Akbarjan (Aut),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
40,Abdul Razzaq (PAK),2006-2013,32,32,2,2,0,0,2,1 (1ct 0st),0.062,
41,Abdul Shakoor (ROM),2019-2019,2,2,2,1,1,1,0,2 (1ct 1st),1.0,
42,AS Abioye (NGA),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
43,IKO Aboagye (Ghana),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
44,Abu Hider (BDESH),2016-2018,13,12,2,2,0,0,2,1 (1ct 0st),0.166,
45,Abdul Hashmi (DEN),2019-2019,8,6,2,1,1,1,0,1 (1ct 0st),0.33299999999999996,
46,Ahmed Faiz (MAL),2019-2019,10,9,2,2,0,0,2,1 (1ct 0st),0.222,
47,CM Akachukwu (NGA),2019-2019,8,8,2,2,0,0,2,2 (2ct 0st),0.25,
48,DI Allan (KENYA),2012-2013,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
49,Alok Kapali (BDESH),2007-2011,7,7,2,2,0,0,2,1 (1ct 0st),0.285,
0,TR Ambrose (ENG),2008-2008,1,1,2,1,1,1,0,2 (1ct 1st),2.0,
1,Amjad Khan (UAE),2015-2016,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
2,Amjad Mahboob (SGP),2019-2019,11,11,2,2,0,0,2,1 (1ct 0st),0.18100000000000002,
3,Amjad Sher (Fin),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
4,Anamul Haque (BDESH),2012-2015,13,12,2,2,0,1,1,1 (1ct 0st),0.166,
5,Anique Uddin (DEN),2019-2019,6,5,2,2,0,0,2,1 (1ct 0st),0.4,
6,R Ankad (Mex),2019-2019,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
7,Anwar Arudin (MAL),2019-2019,12,11,2,2,0,0,2,1 (1ct 0st),0.18100000000000002,
8,Anwar Rahman (MAL),2019-2019,9,8,2,2,0,0,2,1 (1ct 0st),0.25,
9,Areeb Quadir (Fin),2019-2019,2,2,2,2,0,0,2,2 (2ct 0st),1.0,
10,Ashfaq Ahmed (UAE),2018-2019,12,12,2,2,0,0,2,1 (1ct 0st),0.166,
11,MNM Aslam (KUW),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,
12,Asrar Ahmed (),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,
13,AA Banner (Blz),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,
14,GG Banner (Blz),2019-2019,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,
15,LJ Barker (GUE),2019-2019,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
16,GEF Barnett (CAN),2008-2010,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
17,CD Barnwell (WI),2011-2013,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,
18,A Bhagwat (HKG),2019-2019,4,4,2,2,0,2,0,2 (2ct 0st),0.5,
19,M Bhanuka (SL),2019-2019,2,2,2,2,0,2,0,1 (1ct 0st),1.0,
20,RA Bhatti (CAN),2012-2012,4,4,2,1,1,1,0,1 (1ct 0st),0.5,
21,DE Bollinger (AUS),2011-2014,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
22,JP Bray (IRE),2009-2009,2,2,2,2,0,0,2,1 (1ct 0st),1.0,
23,GB Brent (ZIM),2006-2007,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,
24,PR Brown (ENG),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
25,AF Buurman (NL),2010-2010,4,4,2,1,1,1,0,2 (1ct 1st),0.5,
26,VD Chandra (PNM),2019-2019,3,3,2,2,0,2,0,1 (1ct 0st),0.6659999999999999,
27,BB Chari (ZIM),2019-2019,3,3,2,2,0,0,2,1 (1ct 0st),0.6659999999999999,
28,PP Chawla (INDIA),2010-2012,7,7,2,2,0,0,2,2 (2ct 0st),0.285,
29,CK Coventry (ZIM),2010-2015,13,13,2,2,0,1,1,1 (1ct 0st),0.153,
30,KM Dabengwa (ZIM),2006-2010,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
31,F Damiao Couana (Moz),2019-2019,7,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,
32,P Danci (ROM),2019-2019,2,2,2,2,0,0,2,2 (2ct 0st),1.0,
33,RR David (CAN),2008-2008,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
34,JM Davison (CAN),2008-2010,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
35,LA Dawson (ENG),2016-2018,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,
36,TB de Bruyn (SA),2017-2017,2,2,2,2,0,0,2,2 (2ct 0st),1.0,
37,N Deonarine (WI),2010-2013,8,8,2,2,0,0,2,2 (2ct 0st),0.25,
38,AP Devcich (NZ),2013-2014,4,4,2,2,0,0,2,2 (2ct 0st),0.5,
39,R Dhawan (INDIA),2016-2016,1,1,2,2,0,0,2,2 (2ct 0st),2.0,
40,GD Drummond (SCOT),2008-2013,17,17,2,2,0,0,2,1 (1ct 0st),0.11699999999999999,
41,L Emilio (Moz),2019-2019,5,4,2,2,0,0,2,1 (1ct 0st),0.5,
42,GDR Eranga (CAN),2019-2019,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
43,Faran Afzal (ESP),2019-2019,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
44,Fayyaz Butt (OMAN),2019-2019,14,14,2,2,0,0,2,1 (1ct 0st),0.142,
45,A Ferguson (Arg),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
46,N Pradeep (SL),2016-2019,14,14,2,2,0,0,2,1 (1ct 0st),0.142,
47,WIA Fernando (SL),2019-2019,10,10,2,2,0,0,2,1 (1ct 0st),0.2,
48,NJ Ferraby (JER),2019-2019,14,14,2,2,0,0,2,1 (1ct 0st),0.142,
49,SP Fleming (NZ),2005-2006,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
0,DR Flynn (NZ),2008-2012,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
1,JD Freyone (GIBR),2019-2019,4,4,2,2,0,0,2,2 (2ct 0st),0.5,
2,GC Galanis (),2019-2019,2,2,2,2,0,0,2,1 (1ct 0st),1.0,
3,V Ganesan (GER),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
4,CJ Gannon (USA),2019-2019,4,4,2,2,0,0,2,2 (2ct 0st),0.5,
5,Habib Ahmadzai (Aut),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
6,Hamid Hassan (AFG),2010-2016,22,22,2,2,0,0,2,1 (1ct 0st),0.09,
7,Hammad Azam (PAK),2012-2013,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
8,Jandu Hamoud (KUW),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,
9,AS Hansra (CAN),2012-2013,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
10,Haseeb Amjad (HKG),2014-2016,18,18,2,2,0,0,2,1 (1ct 0st),0.111,
11,JW Hastings (AUS),2010-2016,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
12,C Hauptfleisch (Caym),2019-2019,5,5,2,1,1,1,0,1 (1ct 0st),0.4,
13,Hazratullah Zazai (AFG),2016-2019,13,13,2,2,0,0,2,1 (1ct 0st),0.153,
14,L Hermida (Mex),2019-2019,5,5,2,2,0,0,2,1 (1ct 0st),0.4,
15,D Heyliger (CAN),2019-2019,11,11,2,2,0,0,2,1 (1ct 0st),0.18100000000000002,
16,RM Hira (NZ),2012-2013,15,15,2,2,0,0,2,1 (1ct 0st),0.133,
17,Hirenkumar Patel (Chile),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
18,S Hirugade (Mex),2019-2019,6,6,2,2,0,0,2,1 (1ct 0st),0.33299999999999996,
19,Imran Anwar (BAH),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
20,Imran Ali (KUW),2019-2019,4,4,2,2,0,0,2,2 (2ct 0st),0.5,
21,CA Ingram (SA),2010-2012,9,9,2,2,0,0,2,1 (1ct 0st),0.222,
22,Irfan Ahmed (HKG),2014-2015,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
23,Ismat Ullah (),2019-2019,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
24,H Ivanov (),2019-2019,3,3,2,2,0,2,0,1 (1ct 0st),0.6659999999999999,
25,Joginder Sharma (INDIA),2007-2007,4,4,2,2,0,0,2,1 (1ct 0st),0.5,
26,GO Jones (ENG),2005-2006,2,2,2,2,0,2,0,1 (1ct 0st),1.0,
27,MBS Jonkman (NL),2010-2010,3,3,2,2,0,0,2,2 (2ct 0st),0.6659999999999999,
28,Junaid Siddiqui (CAN),2012-2019,13,13,2,2,0,0,2,1 (1ct 0st),0.153,
29,Junaid Siddique (UAE),2019-2019,8,8,2,2,0,0,2,1 (1ct 0st),0.25,
30,Karweng NG (PHI),2019-2019,4,4,2,2,0,0,2,2 (2ct 0st),0.5,
